city,timestamp,temperature,season
New York,2010-05-13,9.784044561890019,spring
New York,2010-05-14,13.208508878663197,spring
New York,2010-05-15,10.552098978269964,spring
New York,2010-05-16,1.4757886563876284,spring
New York,2010-05-17,12.807926575560774,spring
New York,2010-05-18,13.202829969098572,spring
New York,2010-05-19,5.81943259751471,spring
New York,2010-05-20,12.59060665113661,spring
New York,2010-05-21,5.760014178570324,spring
New York,2010-05-22,11.535418975699088,spring
New York,2010-05-23,9.992218315267584,spring
New York,2010-05-24,1.2430385630737977,spring
New York,2010-05-25,13.921220424865872,spring
New York,2010-05-26,11.385864700968627,spring
New York,2010-05-27,12.436672499903,spring
New York,2010-05-28,9.08929836144539,spring
New York,2010-05-29,3.3072772772255457,spring
New York,2010-05-30,11.840728334459216,spring
New York,2010-05-31,5.027103885008031,spring
New York,2010-06-01,36.72343584275475,summer
New York,2010-06-02,34.805931719526924,summer
New York,2010-06-03,21.051661362707097,summer
New York,2010-06-04,22.324690733911048,summer
New York,2010-06-05,22.380925934002065,summer
New York,2010-06-06,26.44274268662344,summer
New York,2010-06-07,27.5485261423471,summer
New York,2010-06-08,24.537071833973478,summer
New York,2010-06-09,16.651381899267875,summer
New York,2010-06-10,20.26260298823502,summer
New York,2010-06-11,25.41672615102497,summer
New York,2010-06-12,27.37177422557383,summer
New York,2010-06-13,22.8092938198507,summer
New York,2010-06-14,14.446938346316598,summer
New York,2010-06-15,25.097367896116662,summer
New York,2010-06-16,29.431122886311336,summer
New York,2010-06-17,28.697690192899593,summer
New York,2010-06-18,23.22826070771802,summer
New York,2010-06-19,36.599660636757214,summer
New York,2010-06-20,25.47546528750344,summer
New York,2010-06-21,29.519065861145616,summer
New York,2010-06-22,26.839636215185138,summer
New York,2010-06-23,19.8200090784184,summer
New York,2010-06-24,31.8978336284092,summer
New York,2010-06-25,18.775619151411924,summer
New York,2010-06-26,26.449402262107967,summer
New York,2010-06-27,26.515673611180908,summer
New York,2010-06-28,25.039685342501386,summer
New York,2010-06-29,18.996073391238205,summer
New York,2010-06-30,33.18888828804929,summer
New York,2010-07-01,24.036296106994143,summer
New York,2010-07-02,22.862891087783563,summer
New York,2010-07-03,24.34611020016929,summer
New York,2010-07-04,21.626824647056427,summer
New York,2010-07-05,20.90849533496837,summer
New York,2010-07-06,20.399942578418063,summer
New York,2010-07-07,30.578457125087947,summer
New York,2010-07-08,31.718015010678123,summer
New York,2010-07-09,33.681411362804134,summer
New York,2010-07-10,21.010773524211906,summer
New York,2010-07-11,25.471009697567172,summer
New York,2010-07-12,15.551004245031509,summer
New York,2010-07-13,31.378453151448447,summer
New York,2010-07-14,27.689603995984967,summer
New York,2010-07-15,26.485998078856213,summer
New York,2010-07-16,34.239069255827495,summer
New York,2010-07-17,25.871286741294668,summer
New York,2010-07-18,21.136615910704936,summer
New York,2010-07-19,18.22020972366204,summer
New York,2010-07-20,20.019863242519534,summer
New York,2010-07-21,26.46549908594502,summer
New York,2010-07-22,20.198458346167968,summer
New York,2010-07-23,24.051688511725235,summer
New York,2010-07-24,26.542609506029716,summer
New York,2010-07-25,21.656543000908933,summer
New York,2010-07-26,22.401374646527415,summer
New York,2010-07-27,21.947194222490566,summer
New York,2010-07-28,28.02643431378103,summer
New York,2010-07-29,21.86114226916557,summer
New York,2010-07-30,28.924742546547193,summer
New York,2010-07-31,22.697499309578998,summer
New York,2010-08-01,29.149820796654904,summer
New York,2010-08-02,18.88823256695487,summer
New York,2010-08-03,26.58851527932186,summer
New York,2010-08-04,21.937306377095968,summer
New York,2010-08-05,20.354235463729918,summer
New York,2010-08-06,24.13182897632311,summer
New York,2010-08-07,21.09416220489232,summer
New York,2010-08-08,17.750313640312136,summer
New York,2010-08-09,22.802846670699083,summer
New York,2010-08-10,18.31010311756607,summer
New York,2010-08-11,27.00472182423058,summer
New York,2010-08-12,32.964814047240786,summer
New York,2010-08-13,27.04543987601779,summer
New York,2010-08-14,36.9878699938416,summer
New York,2010-08-15,24.48620535572813,summer
New York,2010-08-16,27.60381743880965,summer
New York,2010-08-17,14.732028056193085,summer
New York,2010-08-18,25.164867069080014,summer
New York,2010-08-19,24.538202479175965,summer
New York,2010-08-20,34.81719647689822,summer
New York,2010-08-21,21.99971663961401,summer
New York,2010-08-22,26.505584329328485,summer
New York,2010-08-23,31.773093852956887,summer
New York,2010-08-24,17.130135418760304,summer
New York,2010-08-25,33.519362840262396,summer
New York,2010-08-26,19.8111969658986,summer
New York,2010-08-27,30.060537192486578,summer
New York,2010-08-28,23.88654136543196,summer
New York,2010-08-29,23.667082171917855,summer
New York,2010-08-30,22.535796466439642,summer
New York,2010-08-31,22.3937225066299,summer
New York,2010-09-01,13.68384370643264,autumn
New York,2010-09-02,12.14230053902531,autumn
New York,2010-09-03,14.26259414962664,autumn
New York,2010-09-04,9.467995317150837,autumn
New York,2010-09-05,9.414192615028657,autumn
New York,2010-09-06,13.870582337400803,autumn
New York,2010-09-07,20.906241534051787,autumn
New York,2010-09-08,15.308299711099664,autumn
New York,2010-09-09,20.176884740968063,autumn
New York,2010-09-10,11.042376471806758,autumn
New York,2010-09-11,21.87478227085437,autumn
New York,2010-09-12,15.198424413690313,autumn
New York,2010-09-13,14.11378138179979,autumn
New York,2010-09-14,18.389533760478677,autumn
New York,2010-09-15,5.7148940314148575,autumn
New York,2010-09-16,13.780276290610033,autumn
New York,2010-09-17,20.197902010849084,autumn
New York,2010-09-18,6.218459106916704,autumn
New York,2010-09-19,9.535067359820147,autumn
New York,2010-09-20,18.71916890174365,autumn
New York,2010-09-21,10.864719807593978,autumn
New York,2010-09-22,17.869315080425398,autumn
New York,2010-09-23,15.648681932753606,autumn
New York,2010-09-24,16.474227836080306,autumn
New York,2010-09-25,17.702167906118216,autumn
New York,2010-09-26,23.46839720207545,autumn
New York,2010-09-27,15.079648430648849,autumn
New York,2010-09-28,14.798229919576686,autumn
New York,2010-09-29,20.345636970698166,autumn
New York,2010-09-30,15.975969924863215,autumn
New York,2010-10-01,24.869915571828553,autumn
New York,2010-10-02,18.682943904453357,autumn
New York,2010-10-03,14.97300525307652,autumn
New York,2010-10-04,15.138549114684611,autumn
New York,2010-10-05,14.802777089214038,autumn
New York,2010-10-06,14.008549115267714,autumn
New York,2010-10-07,19.85203694248986,autumn
New York,2010-10-08,10.042227043806687,autumn
New York,2010-10-09,16.34760627057059,autumn
New York,2010-10-10,15.609678225094637,autumn
New York,2010-10-11,13.11490130790525,autumn
New York,2010-10-12,17.184176760753008,autumn
New York,2010-10-13,17.35327848765472,autumn
New York,2010-10-14,20.9674789199857,autumn
New York,2010-10-15,12.854366927620454,autumn
New York,2010-10-16,20.687017732984977,autumn
New York,2010-10-17,16.173630592872374,autumn
New York,2010-10-18,10.154457680308742,autumn
New York,2010-10-19,11.157800416640617,autumn
New York,2010-10-20,9.914551584145475,autumn
New York,2010-10-21,19.076226318185974,autumn
New York,2010-10-22,6.576247917002579,autumn
New York,2010-10-23,10.170564170281384,autumn
New York,2010-10-24,19.68023105613159,autumn
New York,2010-10-25,17.055732609854054,autumn
New York,2010-10-26,19.68157973935971,autumn
New York,2010-10-27,6.667390545005077,autumn
New York,2010-10-28,14.150625324644711,autumn
New York,2010-10-29,15.315712256638193,autumn
New York,2010-10-30,6.2668501784525645,autumn
New York,2010-10-31,16.904364552184195,autumn
New York,2010-11-01,18.922928259277267,autumn
New York,2010-11-02,20.864215920591747,autumn
New York,2010-11-03,16.496163673336074,autumn
New York,2010-11-04,16.47986748850395,autumn
New York,2010-11-05,19.960335032243435,autumn
New York,2010-11-06,19.88555411848009,autumn
New York,2010-11-07,10.593085686002233,autumn
New York,2010-11-08,21.304226599121627,autumn
New York,2010-11-09,20.80628129129439,autumn
New York,2010-11-10,18.941153461310982,autumn
New York,2010-11-11,16.846796528218636,autumn
New York,2010-11-12,14.147579084294065,autumn
New York,2010-11-13,10.500012954637945,autumn
New York,2010-11-14,18.943060378561622,autumn
New York,2010-11-15,18.1996526395498,autumn
New York,2010-11-16,14.977185144126562,autumn
New York,2010-11-17,9.798832631491532,autumn
New York,2010-11-18,11.404262061289954,autumn
New York,2010-11-19,21.781697898926488,autumn
New York,2010-11-20,18.983090268855992,autumn
New York,2010-11-21,12.603829595542182,autumn
New York,2010-11-22,12.869904729400734,autumn
New York,2010-11-23,13.74478024413808,autumn
New York,2010-11-24,13.840861904265964,autumn
New York,2010-11-25,17.798725401528674,autumn
New York,2010-11-26,16.84831764441927,autumn
New York,2010-11-27,20.386059719585955,autumn
New York,2010-11-28,12.408709627463034,autumn
New York,2010-11-29,15.049579665238568,autumn
New York,2010-11-30,16.04615101119582,autumn
New York,2010-12-01,-1.644755286368189,winter
New York,2010-12-02,1.8779542197647654,winter
New York,2010-12-03,-0.30109942184754984,winter
New York,2010-12-04,-4.4942656605632,winter
New York,2010-12-05,7.527368000550134,winter
New York,2010-12-06,-0.2610549592968568,winter
New York,2010-12-07,-0.7658522252672185,winter
New York,2010-12-08,0.5813943835722295,winter
New York,2010-12-09,-15.103688819238235,winter
New York,2010-12-10,-2.989559430756295,winter
New York,2010-12-11,-4.184816040178889,winter
New York,2010-12-12,-0.4516561388657037,winter
New York,2010-12-13,0.2507821989233121,winter
New York,2010-12-14,-3.4071832178463883,winter
New York,2010-12-15,-1.0193946166537975,winter
New York,2010-12-16,5.3511938358638815,winter
New York,2010-12-17,8.4426775465115,winter
New York,2010-12-18,-5.24953217095789,winter
New York,2010-12-19,-3.1465703566706082,winter
New York,2010-12-20,-1.5173641699777405,winter
New York,2010-12-21,6.171559781749357,winter
New York,2010-12-22,-4.103289131496128,winter
New York,2010-12-23,5.999166803147369,winter
New York,2010-12-24,-0.7489227199842162,winter
New York,2010-12-25,-3.6513985568473633,winter
New York,2010-12-26,-2.7614472715301708,winter
New York,2010-12-27,6.425288663554802,winter
New York,2010-12-28,0.8076103129063252,winter
New York,2010-12-29,5.5351075476486935,winter
New York,2010-12-30,-0.048095788794301444,winter
New York,2010-12-31,2.4505870314951443,winter
New York,2011-01-01,0.5558097332319432,winter
New York,2011-01-02,7.568000514447551,winter
New York,2011-01-03,-4.43319512769634,winter
New York,2011-01-04,-4.338636481002608,winter
New York,2011-01-05,-4.382117538014493,winter
New York,2011-01-06,5.477669449993216,winter
New York,2011-01-07,-5.565701637771618,winter
New York,2011-01-08,5.529614822770743,winter
New York,2011-01-09,-2.5388016503439363,winter
New York,2011-01-10,-10.410804282673,winter
New York,2011-01-11,-5.589613644600427,winter
New York,2011-01-12,5.488740305059463,winter
New York,2011-01-13,-2.7440452721414186,winter
New York,2011-01-14,4.812888315902322,winter
New York,2011-01-15,0.9393529314932771,winter
New York,2011-01-16,-0.8791000947675082,winter
New York,2011-01-17,6.599769765293763,winter
New York,2011-01-18,-7.995327687742063,winter
New York,2011-01-19,-4.231786947488358,winter
New York,2011-01-20,-1.3648615522678917,winter
New York,2011-01-21,-2.4637730422457884,winter
New York,2011-01-22,1.0594876249890945,winter
New York,2011-01-23,7.765465531580666,winter
New York,2011-01-24,-1.563747641886898,winter
New York,2011-01-25,0.38452237970362935,winter
New York,2011-01-26,-0.9416852200688299,winter
New York,2011-01-27,-6.135203808833928,winter
New York,2011-01-28,-1.4159774566127006,winter
New York,2011-01-29,-6.526043491944553,winter
New York,2011-01-30,1.483366136519131,winter
New York,2011-01-31,-0.9453070480972331,winter
New York,2011-02-01,0.8927700768732537,winter
New York,2011-02-02,-9.736737926936433,winter
New York,2011-02-03,-12.721145231239714,winter
New York,2011-02-04,-5.942996173083628,winter
New York,2011-02-05,-5.878022008467956,winter
New York,2011-02-06,3.5774263673380875,winter
New York,2011-02-07,10.713310046994113,winter
New York,2011-02-08,-3.508796398445023,winter
New York,2011-02-09,-3.947549920601188,winter
New York,2011-02-10,2.1736765199281987,winter
New York,2011-02-11,-2.9085900862647835,winter
New York,2011-02-12,-0.5051524791572893,winter
New York,2011-02-13,-4.397658661423309,winter
New York,2011-02-14,-10.063865025650298,winter
New York,2011-02-15,-1.1256933429113094,winter
New York,2011-02-16,8.411128182023557,winter
New York,2011-02-17,-3.6591634130937756,winter
New York,2011-02-18,-10.212965926231242,winter
New York,2011-02-19,-7.604620853309539,winter
New York,2011-02-20,-4.191775372662598,winter
New York,2011-02-21,-4.087187257816608,winter
New York,2011-02-22,-3.202525713710563,winter
New York,2011-02-23,1.1215579835629699,winter
New York,2011-02-24,-0.45907634285157817,winter
New York,2011-02-25,1.112715053780055,winter
New York,2011-02-26,2.7181947109372926,winter
New York,2011-02-27,2.9067180206830656,winter
New York,2011-02-28,3.1571147079074273,winter
New York,2011-03-01,15.337113052453546,spring
New York,2011-03-02,11.92075910270987,spring
New York,2011-03-03,5.308686750572376,spring
New York,2011-03-04,8.751500944592351,spring
New York,2011-03-05,16.622038773543935,spring
New York,2011-03-06,2.658678826695785,spring
New York,2011-03-07,4.570399326009994,spring
New York,2011-03-08,4.9277073521332095,spring
New York,2011-03-09,11.141031615411766,spring
New York,2011-03-10,13.169111746647962,spring
New York,2011-03-11,20.401194477764378,spring
New York,2011-03-12,7.205837675443849,spring
New York,2011-03-13,14.687816343790317,spring
New York,2011-03-14,18.360803320470957,spring
New York,2011-03-15,8.493331843824189,spring
New York,2011-03-16,6.20034452946987,spring
New York,2011-03-17,13.61660782264338,spring
New York,2011-03-18,7.289061685067426,spring
New York,2011-03-19,14.431500058760511,spring
New York,2011-03-20,12.999388655566287,spring
New York,2011-03-21,9.373953888974771,spring
New York,2011-03-22,17.262997516598706,spring
New York,2011-03-23,14.101256480475739,spring
New York,2011-03-24,6.640736159584569,spring
New York,2011-03-25,15.781656267863651,spring
New York,2011-03-26,6.244057214462814,spring
New York,2011-03-27,3.236384263826806,spring
New York,2011-03-28,4.278315145276968,spring
New York,2011-03-29,16.550012718478122,spring
New York,2011-03-30,2.0345909864705733,spring
New York,2011-03-31,4.1168755956013925,spring
New York,2011-04-01,4.534177698083147,spring
New York,2011-04-02,5.505593431425712,spring
New York,2011-04-03,14.052794076501748,spring
New York,2011-04-04,10.105257174494358,spring
New York,2011-04-05,16.89107581445397,spring
New York,2011-04-06,17.910830953197852,spring
New York,2011-04-07,6.845410954233004,spring
New York,2011-04-08,11.831490955107883,spring
New York,2011-04-09,10.736190674507496,spring
New York,2011-04-10,16.80375621305719,spring
New York,2011-04-11,9.21144615632281,spring
New York,2011-04-12,0.4351750651743451,spring
New York,2011-04-13,9.437785942113972,spring
New York,2011-04-14,9.89833894225582,spring
New York,2011-04-15,8.619120949552093,spring
New York,2011-04-16,6.036995716948613,spring
New York,2011-04-17,4.9625454104847,spring
New York,2011-04-18,10.533913055609629,spring
New York,2011-04-19,10.632692287547044,spring
New York,2011-04-20,5.466102458655544,spring
New York,2011-04-21,17.920851569682956,spring
New York,2011-04-22,16.783528533251104,spring
New York,2011-04-23,17.28011470314087,spring
New York,2011-04-24,14.625435907613099,spring
New York,2011-04-25,6.704412151420559,spring
New York,2011-04-26,9.761078818744764,spring
New York,2011-04-27,17.951513153402658,spring
New York,2011-04-28,9.671639816376347,spring
New York,2011-04-29,6.2317268808876225,spring
New York,2011-04-30,14.692265218126195,spring
New York,2011-05-01,8.006304383159204,spring
New York,2011-05-02,1.957295616683723,spring
New York,2011-05-03,2.510587444217184,spring
New York,2011-05-04,12.863647279196387,spring
New York,2011-05-05,13.162545898324101,spring
New York,2011-05-06,8.683742226049285,spring
New York,2011-05-07,5.955017636821757,spring
New York,2011-05-08,5.027723166463475,spring
New York,2011-05-09,15.724051031337122,spring
New York,2011-05-10,7.495222587005753,spring
New York,2011-05-11,17.98772709292341,spring
New York,2011-05-12,8.849774737325657,spring
New York,2011-05-13,12.032757055136388,spring
New York,2011-05-14,12.71164728561791,spring
New York,2011-05-15,11.109644689007824,spring
New York,2011-05-16,11.435551397129824,spring
New York,2011-05-17,9.083137006361495,spring
New York,2011-05-18,4.013487893105152,spring
New York,2011-05-19,19.146852373267613,spring
New York,2011-05-20,6.973073842972587,spring
New York,2011-05-21,12.828807750973855,spring
New York,2011-05-22,13.473509428251564,spring
New York,2011-05-23,14.377058820923697,spring
New York,2011-05-24,13.576655055502481,spring
New York,2011-05-25,9.050334425313409,spring
New York,2011-05-26,14.162579931823572,spring
New York,2011-05-27,10.677627397421723,spring
New York,2011-05-28,5.138257195310064,spring
New York,2011-05-29,5.708369136517884,spring
New York,2011-05-30,7.027525999555447,spring
New York,2011-05-31,8.000635862042625,spring
New York,2011-06-01,23.299599064980114,summer
New York,2011-06-02,23.65448581983479,summer
New York,2011-06-03,30.32183353493087,summer
New York,2011-06-04,18.580640948296356,summer
New York,2011-06-05,15.441951302854246,summer
New York,2011-06-06,28.66974427689287,summer
New York,2011-06-07,25.15169859299742,summer
New York,2011-06-08,23.123887180557567,summer
New York,2011-06-09,26.537996761291772,summer
New York,2011-06-10,22.192055378056416,summer
New York,2011-06-11,28.33282290837631,summer
New York,2011-06-12,25.923205890087452,summer
New York,2011-06-13,22.886107181954493,summer
New York,2011-06-14,23.29514512932446,summer
New York,2011-06-15,30.328153149628395,summer
New York,2011-06-16,25.941114437600607,summer
New York,2011-06-17,25.186792800333833,summer
New York,2011-06-18,28.873423446434504,summer
New York,2011-06-19,23.099407793199934,summer
New York,2011-06-20,25.179745605744152,summer
New York,2011-06-21,28.5324155787332,summer
New York,2011-06-22,21.032678943911844,summer
New York,2011-06-23,24.860893887873928,summer
New York,2011-06-24,28.915825818893097,summer
New York,2011-06-25,14.388613854856986,summer
New York,2011-06-26,19.05722189320393,summer
New York,2011-06-27,18.91100503805329,summer
New York,2011-06-28,26.298553811176653,summer
New York,2011-06-29,21.55417447343533,summer
New York,2011-06-30,23.55961751232317,summer
New York,2011-07-01,25.153353898185625,summer
New York,2011-07-02,28.552423410068222,summer
New York,2011-07-03,26.50587798679588,summer
New York,2011-07-04,25.649238108460253,summer
New York,2011-07-05,26.267203241389968,summer
New York,2011-07-06,34.94760103626751,summer
New York,2011-07-07,17.41845605550381,summer
New York,2011-07-08,18.025358567398854,summer
New York,2011-07-09,18.8648354780962,summer
New York,2011-07-10,24.81878988309762,summer
New York,2011-07-11,25.512573346280654,summer
New York,2011-07-12,30.75339858701281,summer
New York,2011-07-13,23.335953389511552,summer
New York,2011-07-14,18.371333395053014,summer
New York,2011-07-15,27.949896210025567,summer
New York,2011-07-16,23.669600556221617,summer
New York,2011-07-17,26.426844071551784,summer
New York,2011-07-18,22.696500291175155,summer
New York,2011-07-19,18.410524966870547,summer
New York,2011-07-20,29.198365068383414,summer
New York,2011-07-21,22.308249059019694,summer
New York,2011-07-22,23.8231452110173,summer
New York,2011-07-23,16.238959330077346,summer
New York,2011-07-24,28.003979905404314,summer
New York,2011-07-25,25.067727529356883,summer
New York,2011-07-26,28.72089237560605,summer
New York,2011-07-27,34.99578788098661,summer
New York,2011-07-28,25.019837632438936,summer
New York,2011-07-29,24.195164293723487,summer
New York,2011-07-30,13.147007708519432,summer
New York,2011-07-31,34.95618474595666,summer
New York,2011-08-01,27.12703063881787,summer
New York,2011-08-02,17.521396776176793,summer
New York,2011-08-03,26.19295366680996,summer
New York,2011-08-04,21.572597693436716,summer
New York,2011-08-05,22.38397449333327,summer
New York,2011-08-06,26.941719522137774,summer
New York,2011-08-07,25.240518003560787,summer
New York,2011-08-08,20.089269914157605,summer
New York,2011-08-09,20.332731483882824,summer
New York,2011-08-10,23.599217728496363,summer
New York,2011-08-11,27.086152836857966,summer
New York,2011-08-12,21.948383615528517,summer
New York,2011-08-13,22.931463437137452,summer
New York,2011-08-14,28.799147618488295,summer
New York,2011-08-15,26.94501847177708,summer
New York,2011-08-16,31.634934388752644,summer
New York,2011-08-17,17.663150848701353,summer
New York,2011-08-18,27.261925430575126,summer
New York,2011-08-19,21.717527443614355,summer
New York,2011-08-20,23.087367743615637,summer
New York,2011-08-21,29.756237917113882,summer
New York,2011-08-22,31.621979179016215,summer
New York,2011-08-23,23.33644173336737,summer
New York,2011-08-24,25.85909661713011,summer
New York,2011-08-25,31.563089263151475,summer
New York,2011-08-26,26.501424191818263,summer
New York,2011-08-27,34.008498810289716,summer
New York,2011-08-28,21.90822206743219,summer
New York,2011-08-29,29.720202985853053,summer
New York,2011-08-30,23.87816889294074,summer
New York,2011-08-31,22.73681557583796,summer
New York,2011-09-01,18.828128921731974,autumn
New York,2011-09-02,4.4209370752115085,autumn
New York,2011-09-03,7.867839567478353,autumn
New York,2011-09-04,21.456139896874816,autumn
New York,2011-09-05,14.008845312414444,autumn
New York,2011-09-06,25.0916999439388,autumn
New York,2011-09-07,14.56363654089429,autumn
New York,2011-09-08,12.624924678715516,autumn
New York,2011-09-09,24.081159349866837,autumn
New York,2011-09-10,10.557792211677768,autumn
New York,2011-09-11,8.741064317638427,autumn
New York,2011-09-12,23.091328414997704,autumn
New York,2011-09-13,7.874530658467095,autumn
New York,2011-09-14,13.214412447263054,autumn
New York,2011-09-15,9.677113652375061,autumn
New York,2011-09-16,8.19092316625239,autumn
New York,2011-09-17,19.514017103338393,autumn
New York,2011-09-18,17.23641384425158,autumn
New York,2011-09-19,16.182371160574448,autumn
New York,2011-09-20,13.062812088355944,autumn
New York,2011-09-21,17.156055920644622,autumn
New York,2011-09-22,13.595095654971143,autumn
New York,2011-09-23,16.882256991281356,autumn
New York,2011-09-24,19.500729911499572,autumn
New York,2011-09-25,21.038131032807968,autumn
New York,2011-09-26,16.90624102516666,autumn
New York,2011-09-27,20.109496096792043,autumn
New York,2011-09-28,14.357116587460832,autumn
New York,2011-09-29,15.407738695803785,autumn
New York,2011-09-30,14.346588983246454,autumn
New York,2011-10-01,19.70352794473202,autumn
New York,2011-10-02,20.73636631388251,autumn
New York,2011-10-03,18.063928574389447,autumn
New York,2011-10-04,14.404006902832698,autumn
New York,2011-10-05,12.105475770783183,autumn
New York,2011-10-06,13.978464949973663,autumn
New York,2011-10-07,16.76446965155026,autumn
New York,2011-10-08,10.781283956584026,autumn
New York,2011-10-09,15.116835098046101,autumn
New York,2011-10-10,17.645741135366762,autumn
New York,2011-10-11,8.3996195812804,autumn
New York,2011-10-12,6.407346301444562,autumn
